participant,session,task,raw,referenced,ref,filtered_downsampled,highpass_freq,lowpass_freq,phase,resample_rate,ref_filt_ds,rereferenced,ref_filt_ds_reref,interpolated,ref_filt_ds_reref_interp,bad_channels_marked,bad_channels,annotated,annotation_labels,annotation_onsets,annotation_durations,ica,n_components,ica_method,random_state,bad_indices_marked,bad_indices,ref_filt_ds_reref_interp_ica,preprocessed,clean,notes,bads_marked
P06,follow-up,ro2,data/EEG-recordings/raw/p06/follow-up/P06_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p06/follow-up/P06_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/follow-up/P06_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/follow-up/P06_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/follow-up/P06_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_END,94.41157637075717 98.79830613577023 300.0,1.4744582245430848 5.356328328981732 10.1,TRUE,0.995,picard,666,TRUE,0 1 2 3 5 6 9 10 12 19 20 22 23,data/ref_filt-ds_reref_interp_ica/p06/follow-up/P06_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/follow-up/P06_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Start is a bit noisy; ICA reduced it but still might be worth annotating after. QUESTIONABLE ICA INDICES: 5, 6, 36.",NA
P06,post-training,rc1,data/EEG-recordings/raw/p06/post-training/P06_post_rc1.vhdr,FALSE,data/EEG-recordings/ref/p06/post-training/P06_post_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/post-training/P06_post_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/post-training/P06_post_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/post-training/P06_post_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,1 5 6 9 10 12 15 17 18 21 26 27 35 36 37 41,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: NA. Nice recording. QUESTIONABLE ICA INDICES: 5, 6, 9, 10, 12.",NA
P06,post-training,rc2,data/EEG-recordings/raw/p06/post-training/P06_post_rc2.vhdr,FALSE,data/EEG-recordings/ref/p06/post-training/P06_post_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/post-training/P06_post_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/post-training/P06_post_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/post-training/P06_post_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,304.4426664490862,4.557333550913825,TRUE,0.995,picard,666,TRUE,1 2 8 17 24 26 32 35,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: NA, nice recording. QUESTIONABLE ICA INDICES: 10, 12, 15, 16, .",NA
P06,post-training,ro1,data/EEG-recordings/raw/p06/post-training/P06_post_ro1.vhdr,FALSE,data/EEG-recordings/ref/p06/post-training/P06_post_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/post-training/P06_post_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/post-training/P06_post_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/post-training/P06_post_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,300.0,9.9,TRUE,0.995,picard,666,TRUE,0 1 3 5 8 25 28 37 39,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Noise around 210 needs to be annotated after ICA. QUESTIONABLE ICA INDICES: 10, 19, 37:39, .",NA
P06,post-training,ro2,data/EEG-recordings/raw/p06/post-training/P06_post_ro2.vhdr,FALSE,data/EEG-recordings/ref/p06/post-training/P06_post_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/post-training/P06_post_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/post-training/P06_post_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/post-training/P06_post_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,306.6892787206266,1.960721279373388,TRUE,0.995,picard,666,TRUE,0 6 13 15 21 23 24 25 28 34 35 40,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/post-training/P06_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: NA, nice recording. QUESTIONABLE ICA INDICES: 30. Tiny noise missed by ICA around 210s that needs annotating.",NA
P06,pre-training,rc1,data/EEG-recordings/raw/p06/pre-training/P06_pre_rc1.vhdr,FALSE,data/EEG-recordings/ref/p06/pre-training/P06_pre_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/pre-training/P06_pre_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/pre-training/P06_pre_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/pre-training/P06_pre_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,306.62375979112267,2.7762402088773115,TRUE,0.995,picard,666,TRUE,0 3 8 10 11 14 15 19 29 31 33 38 40 41,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: T8 gets a little noisy at a few points. QUESTIONABLE ICA INDICES: 7, 31, .",NA
P06,pre-training,rc2,data/EEG-recordings/raw/p06/pre-training/P06_pre_rc2.vhdr,FALSE,data/EEG-recordings/ref/p06/pre-training/P06_pre_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/pre-training/P06_pre_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/pre-training/P06_pre_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/pre-training/P06_pre_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,296.0335607049608,13.166439295039197,TRUE,0.995,picard,666,TRUE,0 1 6 9 10 12 14 17 18 19 20 26 28 38,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P06,pre-training,ro1,data/EEG-recordings/raw/p06/pre-training/P06_pre_ro1.vhdr,FALSE,data/EEG-recordings/ref/p06/pre-training/P06_pre_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/pre-training/P06_pre_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/pre-training/P06_pre_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/pre-training/P06_pre_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_START BAD_END,0.03262075718015667 305.4596573107049,16.695691906005223 5.640342689295096,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 10 13 23 24 28 39,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Bad start but otherwise okay. QUESTIONABLE ICA INDICES: .,NA
P06,pre-training,ro2,data/EEG-recordings/raw/p06/pre-training/P06_pre_ro2.vhdr,FALSE,data/EEG-recordings/ref/p06/pre-training/P06_pre_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p06/pre-training/P06_pre_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p06/pre-training/P06_pre_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p06/pre-training/P06_pre_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,297.42237271540466,11.527627284595326,TRUE,0.995,picard,666,TRUE,0 10 12 20 32 33 40 47,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p06/pre-training/P06_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: T8 kind of noisy until ~100s. QUESTIONABLE ICA INDICES: 12, 38.",NA
P07,follow-up,rc1,data/EEG-recordings/raw/p07/follow-up/P07_fu_rc1.vhdr,FALSE,data/EEG-recordings/ref/p07/follow-up/P07_fu_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/follow-up/P07_fu_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/follow-up/P07_fu_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/follow-up/P07_fu_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,298.9381135770235,12.61188642297651,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 9 10 11 12 15 16 18 20 22 25 26 29 30 31 35 38 39,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: NA, nice recording. QUESTIONABLE ICA INDICES: This was a weird one since there weren't many ocular artifacts in the recording but most of the components are ocular artifacts without any 10hz bump.",NA
P07,follow-up,rc2,data/EEG-recordings/raw/p07/follow-up/P07_fu_rc2.vhdr,FALSE,data/EEG-recordings/ref/p07/follow-up/P07_fu_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/follow-up/P07_fu_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/follow-up/P07_fu_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/follow-up/P07_fu_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,307.1815339425587,5.268466057441287,TRUE,0.995,picard,666,TRUE,0 1 2 3 7 11 14 15 16 17 18 19 20 21 22 25 29 30 31 32,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Recording fine, but this person seems to have reaaally subtle ocular artifacts the ICA picks up on. QUESTIONABLE ICA INDICES: 2.",NA
P07,follow-up,ro1,data/EEG-recordings/raw/p07/follow-up/P07_fu_ro1.vhdr,FALSE,data/EEG-recordings/ref/p07/follow-up/P07_fu_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/follow-up/P07_fu_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/follow-up/P07_fu_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/follow-up/P07_fu_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,305.7315339425587,5.268466057441287,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 11 12 13 14 15 16 19 22 25 28 32,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: NA. QUESTIONABLE ICA INDICES: ICA missed small artifact around 15 and 60s that need annotating.,NA
P07,follow-up,ro2,data/EEG-recordings/raw/p07/follow-up/P07_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p07/follow-up/P07_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/follow-up/P07_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/follow-up/P07_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/follow-up/P07_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,302.44036227154044,9.909637728459586,TRUE,0.995,picard,666,TRUE,0 1 2 3 7 9 13 15 17 18 19 20 22 23 26,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/follow-up/P07_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,post-training,rc1,data/EEG-recordings/raw/p07/post-training/P07_post_rc1.vhdr,FALSE,data/EEG-recordings/ref/p07/post-training/P07_post_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/post-training/P07_post_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/post-training/P07_post_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/post-training/P07_post_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,304.103909921671,6.046090078328973,TRUE,0.995,picard,666,TRUE,0 1 2 3 6 7 8 9 12 13 16 17 18 29 32 35 36 37 38,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,post-training,rc2,data/EEG-recordings/raw/p07/post-training/P07_post_rc2.vhdr,FALSE,data/EEG-recordings/ref/p07/post-training/P07_post_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/post-training/P07_post_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/post-training/P07_post_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/post-training/P07_post_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,300.0,8.6,TRUE,0.995,picard,666,TRUE,0 1 2 3 13 15 17 18 19 21 22 23 26 27 31 33 34 35,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,post-training,ro1,data/EEG-recordings/raw/p07/post-training/P07_post_ro1.vhdr,FALSE,data/EEG-recordings/ref/p07/post-training/P07_post_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/post-training/P07_post_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/post-training/P07_post_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/post-training/P07_post_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,307.22875652741516,3.5212434725848425,TRUE,0.995,picard,666,TRUE,0 1 2 3 5 7 10 11 12 14 17 18 21,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,post-training,ro2,data/EEG-recordings/raw/p07/post-training/P07_post_ro2.vhdr,FALSE,data/EEG-recordings/ref/p07/post-training/P07_post_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/post-training/P07_post_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/post-training/P07_post_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/post-training/P07_post_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,304.16640339425584,7.533596605744151,TRUE,0.995,picard,666,TRUE,0 1 2 5 9 10 12 13 14 20 23 24 25 29 30 31 33,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/post-training/P07_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,pre-training,rc1,data/EEG-recordings/raw/p07/pre-training/P07_pre_rc1.vhdr,FALSE,data/EEG-recordings/ref/p07/pre-training/P07_pre_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/pre-training/P07_pre_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/pre-training/P07_pre_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/pre-training/P07_pre_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,308.3673466057441,2.4826533942559195,TRUE,0.995,picard,666,TRUE,0 7 8 10 11 13 14 16 19 21 24 25 26 27 28 29 33 34 35 39 40 42 49,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,pre-training,rc2,data/EEG-recordings/raw/p07/pre-training/P07_pre_rc2.vhdr,FALSE,data/EEG-recordings/ref/p07/pre-training/P07_pre_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/pre-training/P07_pre_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/pre-training/P07_pre_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/pre-training/P07_pre_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,306.9962467362924,3.2537532637076083,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 8 9 10 12 15 18 20 23 29 32 33 34 35 37 38,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,pre-training,ro1,data/EEG-recordings/raw/p07/pre-training/P07_pre_ro1.vhdr,FALSE,data/EEG-recordings/ref/p07/pre-training/P07_pre_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/pre-training/P07_pre_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/pre-training/P07_pre_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/pre-training/P07_pre_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,307.5939980417755,3.456001958224533,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 9 10 11 12 13 15 18 19 22 23 24 27 29 31 32 35 37 39 42 43 44 45 46,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P07,pre-training,ro2,data/EEG-recordings/raw/p07/pre-training/P07_pre_ro2.vhdr,FALSE,data/EEG-recordings/ref/p07/pre-training/P07_pre_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p07/pre-training/P07_pre_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p07/pre-training/P07_pre_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p07/pre-training/P07_pre_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,303.8343374673629,6.065662532637077,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 6 8 9 10 11 12 13 16 18 22 23 25 27 28 31 40,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p07/pre-training/P07_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P08,follow-up,rc1,data/EEG-recordings/raw/p08/follow-up/P08_fu_rc1.vhdr,FALSE,data/EEG-recordings/ref/p08/follow-up/P08_fu_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p08/follow-up/P08_fu_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p08/follow-up/P08_fu_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p08/follow-up/P08_fu_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,T7 T8,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_END,26.0817591383812 61.63756201044386 300.0,0.6067460835509131 18.295946475195834 15.5,TRUE,0.995,picard,666,TRUE,0 1 2 3 5 6 8 9 10 11 14 17 21 22 23 25 29 32 40,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Quite noisy. QUESTIONABLE ICA INDICES: .,NA
P08,follow-up,rc2,data/EEG-recordings/raw/p08/follow-up/P08_fu_rc2.vhdr,FALSE,data/EEG-recordings/ref/p08/follow-up/P08_fu_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p08/follow-up/P08_fu_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p08/follow-up/P08_fu_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p08/follow-up/P08_fu_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 7 8 16 20 21 22 25 27 35 36 37 38 39 40 41 43 44,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P08,follow-up,ro1,data/EEG-recordings/raw/p08/follow-up/P08_fu_ro1.vhdr,FALSE,data/EEG-recordings/ref/p08/follow-up/P08_fu_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p08/follow-up/P08_fu_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p08/follow-up/P08_fu_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p08/follow-up/P08_fu_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_END,84.46376958224543 96.95072127937337 222.32259791122718 251.2069680156658 300.0,6.46140992167102 4.893113577023499 5.499859660574401 12.842030026109654 36.0,TRUE,0.995,picard,666,TRUE,0 1 2 4 5 7 8 9 14 15 16 17 21 22 26 27 32 34 35 36 41 42 45 46 47 49,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Quite noisy. QUESTIONABLE ICA INDICES: .,NA
P08,follow-up,ro2,data/EEG-recordings/raw/p08/follow-up/P08_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p08/follow-up/P08_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p08/follow-up/P08_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p08/follow-up/P08_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p08/follow-up/P08_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_END,22.70224869451697 53.55038838120103 100.88728459530026 121.65061031331591 153.82440274151438 211.05691253263709 297.708772845953,8.29219647519582 9.925734334203668 7.006938642297655 21.407966710182805 6.285257832898168 18.267349869451692 13.191227154046999,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 7 8 9 13 14 17 19 22 23 24 25 26 27 28 30 31 32 33 35 37 38 40 41 42,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p08/follow-up/P08_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Maybe 20 percent of this is bad noise segments. QUESTIONABLE ICA INDICES: .,NA
